"","total_points","was_home","kickoff_time","round","modified","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","clearances_blocks_interceptions","recoveries","tackles","defensive_contribution","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","value","transfers_balance","selected","transfers_in","transfers_out","id","first_name","second_name","web_name","photo","short_team_name","strength","total_xg_conceded","opp_team_name","opp_short_team_name","opp_strength","team_strength","opp_team_strength","team_strength_att","opp_team_strength_att","team_strength_def","opp_team_strength_def","Position","Goals","Opp_Goals","name_club","full_name","cs_mean","recent_starts","points_mean","bps_mean","xg_mean","xa_mean","xgi_mean","xg_against","goals_mean","oppgoals_mean","threat_mean","creativity_mean","influence_mean","ict_mean","team_xg","team_xg_mean"
"3040",2,TRUE,"2025-09-28T15:30:00Z",6,FALSE,90,0,0,0,2,0,0,0,0,0,5,0,20,47,0,0,4.7,3,14,1,0,1,0,0,0,2.04,50,85705,812091,143406,57701,469,"Nick","Pope","Pope","98747.jpg","NEW",4,"2.04","Arsenal","ARS",4,1185,1325,1130,1350,1240,1300,"GK",1,2,"Pope (NEW)","Nick Pope",0.8,90,6.4,23,0,0,0,0.53,0.6,0.6,0,0,17.68,1.76,0.61,0.902
"3041",0,FALSE,"2025-08-16T11:30:00Z",1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,13228,0,0,471,"Mark","Gillespie","Gillespie","81441.jpg","NEW",4,"0.20","Aston Villa","AVL",3,1245,1125,1170,1110,1320,1140,"GK",0,0,"Gillespie (NEW)","Mark Gillespie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,0.74
"3042",0,TRUE,"2025-08-25T19:00:00Z",2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-400,16157,613,1013,471,"Mark","Gillespie","Gillespie","81441.jpg","NEW",4,"0.70","Liverpool","LIV",5,1185,1355,1130,1330,1240,1380,"GK",2,3,"Gillespie (NEW)","Mark Gillespie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.836
"3043",0,FALSE,"2025-08-30T16:30:00Z",3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-493,17007,658,1151,471,"Mark","Gillespie","Gillespie","81441.jpg","NEW",4,"0.69","Leeds","LEE",2,1245,1050,1170,1050,1320,1050,"GK",0,0,"Gillespie (NEW)","Mark Gillespie",0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,0.46,0.932
"3044",0,TRUE,"2025-09-13T14:00:00Z",4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-392,17331,528,920,471,"Mark","Gillespie","Gillespie","81441.jpg","NEW",4,"0.50","Wolves","WOL",3,1185,1125,1130,1100,1240,1150,"GK",1,0,"Gillespie (NEW)","Mark Gillespie",0,0,0,0,0,0,0,0,0.666666666666667,1,0,0,0,0,1.55,0.714
"3045",0,FALSE,"2025-09-21T13:00:00Z",5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-240,17431,415,655,471,"Mark","Gillespie","Gillespie","81441.jpg","NEW",4,"0.56","Bournemouth","BOU",3,1245,1150,1170,1100,1320,1200,"GK",0,0,"Gillespie (NEW)","Mark Gillespie",0,0,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0.14,0.996
"3046",0,TRUE,"2025-09-28T15:30:00Z",6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-392,17253,330,722,471,"Mark","Gillespie","Gillespie","81441.jpg","NEW",4,"2.04","Arsenal","ARS",4,1185,1325,1130,1350,1240,1300,"GK",1,2,"Gillespie (NEW)","Mark Gillespie",0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0.61,0.902
"3047",0,FALSE,"2025-08-16T11:30:00Z",1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,4189,0,0,472,"Odysseas","Vlachodimos","Odysseas","111452.jpg","NEW",4,"0.20","Aston Villa","AVL",3,1245,1125,1170,1110,1320,1140,"GK",0,0,"Odysseas (NEW)","Odysseas Vlachodimos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,0.74
"3048",0,TRUE,"2025-08-25T19:00:00Z",2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-763,3398,0,763,472,"Odysseas","Vlachodimos","Odysseas","111452.jpg","NEW",4,"0.70","Liverpool","LIV",5,1185,1355,1130,1330,1240,1380,"GK",2,3,"Odysseas (NEW)","Odysseas Vlachodimos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.836
"3049",0,FALSE,"2025-08-30T16:30:00Z",3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-393,2998,0,393,472,"Odysseas","Vlachodimos","Odysseas","111452.jpg","NEW",4,"0.69","Leeds","LEE",2,1245,1050,1170,1050,1320,1050,"GK",0,0,"Odysseas (NEW)","Odysseas Vlachodimos",0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,0.46,0.932
"3050",0,TRUE,"2025-09-13T14:00:00Z",4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-287,2741,0,287,472,"Odysseas","Vlachodimos","Odysseas","111452.jpg","NEW",4,"0.50","Wolves","WOL",3,1185,1125,1130,1100,1240,1150,"GK",1,0,"Odysseas (NEW)","Odysseas Vlachodimos",0,0,0,0,0,0,0,0,0.666666666666667,1,0,0,0,0,1.55,0.714
"3051",0,FALSE,"2025-09-21T13:00:00Z",5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-137,2611,0,137,472,"Odysseas","Vlachodimos","Odysseas","111452.jpg","NEW",4,"0.56","Bournemouth","BOU",3,1245,1150,1170,1100,1320,1200,"GK",0,0,"Odysseas (NEW)","Odysseas Vlachodimos",0,0,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0.14,0.996
"3052",0,TRUE,"2025-09-28T15:30:00Z",6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,-120,2496,0,120,472,"Odysseas","Vlachodimos","Odysseas","111452.jpg","NEW",4,"2.04","Arsenal","ARS",4,1185,1325,1130,1350,1240,1300,"GK",1,2,"Odysseas (NEW)","Odysseas Vlachodimos",0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0.61,0.902
"3053",0,FALSE,"2025-08-16T11:30:00Z",1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,198399,0,0,473,"Lewis","Hall","Hall","487838.jpg","NEW",4,"0.20","Aston Villa","AVL",3,1245,1125,1170,1110,1320,1140,"DEF",0,0,"Hall (NEW)","Lewis Hall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,0.74
"3054",1,TRUE,"2025-08-25T19:00:00Z",2,FALSE,14,0,0,0,1,0,0,0,0,0,0,0,1,7.4,0.5,0,0.8,4,1,1,5,0,0,0,0,0.37,55,-34594,181114,5518,40112,473,"Lewis","Hall","Hall","487838.jpg","NEW",4,"0.70","Liverpool","LIV",5,1185,1355,1130,1330,1240,1380,"DEF",2,3,"Hall (NEW)","Lewis Hall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.836
"3055",1,FALSE,"2025-08-30T16:30:00Z",3,FALSE,29,0,0,0,0,0,0,0,0,0,0,0,3,1.6,0.9,3,0.6,1,0,1,2,0,0.04,0,0.04,0.07,55,-3797,191471,23936,27733,473,"Lewis","Hall","Hall","487838.jpg","NEW",4,"0.69","Leeds","LEE",2,1245,1050,1170,1050,1320,1050,"DEF",0,0,"Hall (NEW)","Lewis Hall",0,7,0.5,0.5,0,0,0,0.185,1,1.5,0,0.25,3.7,0.4,0.46,0.932
"3056",0,TRUE,"2025-09-13T14:00:00Z",4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-18864,174746,8191,27055,473,"Lewis","Hall","Hall","487838.jpg","NEW",4,"0.50","Wolves","WOL",3,1185,1125,1130,1100,1240,1150,"DEF",1,0,"Hall (NEW)","Lewis Hall",0,14.3333333333333,0.666666666666667,1.33333333333333,0.0133333333333333,0,0.0133333333333333,0.146666666666667,0.666666666666667,1,1,0.466666666666667,3,0.466666666666667,1.55,0.714
"3057",7,FALSE,"2025-09-21T13:00:00Z",5,FALSE,90,0,0,1,0,0,0,0,0,0,0,1,27,18.4,2.6,4,2.5,1,7,4,5,1,0,0.05,0.05,0.56,54,-20711,156035,4396,25107,473,"Lewis","Hall","Hall","487838.jpg","NEW",4,"0.56","Bournemouth","BOU",3,1245,1150,1170,1100,1320,1200,"DEF",0,0,"Hall (NEW)","Lewis Hall",0,10.75,0.5,1,0.01,0,0.01,0.11,0.75,0.75,0.75,0.35,2.25,0.35,0.14,0.996
"3058",0,TRUE,"2025-09-28T15:30:00Z",6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-7817,150139,4722,12539,473,"Lewis","Hall","Hall","487838.jpg","NEW",4,"2.04","Arsenal","ARS",4,1185,1325,1130,1350,1240,1300,"DEF",1,2,"Hall (NEW)","Lewis Hall",0.2,26.6,1.8,6.2,0.008,0.01,0.018,0.2,0.6,0.6,1.4,0.8,5.48,0.78,0.61,0.902
"3059",8,FALSE,"2025-08-16T11:30:00Z",1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,26,13.8,1.9,4,2,10,5,1,11,1,0.04,0.03,0.07,0.2,55,0,238259,0,0,474,"Fabian","Schär","Schär","119471.jpg","NEW",4,"0.20","Aston Villa","AVL",3,1245,1125,1170,1110,1320,1140,"DEF",0,0,"Schär (NEW)","Fabian Schär",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,0.74
"3060",1,TRUE,"2025-08-25T19:00:00Z",2,FALSE,80,0,0,0,2,0,0,0,0,0,0,0,5,15.2,0.3,6,2.2,5,3,3,8,1,0,0,0,0.33,55,11378,309304,29123,17745,474,"Fabian","Schär","Schär","119471.jpg","NEW",4,"0.70","Liverpool","LIV",5,1185,1355,1130,1330,1240,1380,"DEF",2,3,"Schär (NEW)","Fabian Schär",1,90,8,26,0.04,0.03,0.07,0.2,0,0,4,1.9,13.8,2,0.94,0.836
"3061",6,FALSE,"2025-08-30T16:30:00Z",3,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,23,22.4,11.5,3,3.7,5,3,0,5,1,0.04,0.01,0.05,0.69,55,-23056,309038,48843,71899,474,"Fabian","Schär","Schär","119471.jpg","NEW",4,"0.69","Leeds","LEE",2,1245,1050,1170,1050,1320,1050,"DEF",0,0,"Schär (NEW)","Fabian Schär",0.5,85,4.5,15.5,0.02,0.015,0.035,0.265,1,1.5,5,1.1,14.5,2.1,0.46,0.932
"3062",8,TRUE,"2025-09-13T14:00:00Z",4,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,28,28.6,11.3,2,4.2,11,2,0,11,1,0,0.03,0.03,0.5,55,28336,353352,44614,16278,474,"Fabian","Schär","Schär","119471.jpg","NEW",4,"0.50","Wolves","WOL",3,1185,1125,1130,1100,1240,1150,"DEF",1,0,"Schär (NEW)","Fabian Schär",0.666666666666667,86.6666666666667,5,18,0.0266666666666667,0.0133333333333333,0.04,0.406666666666667,0.666666666666667,1,4.33333333333333,4.56666666666667,17.1333333333333,2.63333333333333,1.55,0.714
"3063",0,FALSE,"2025-09-21T13:00:00Z",5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-21299,327175,21195,42494,474,"Fabian","Schär","Schär","119471.jpg","NEW",4,"0.56","Bournemouth","BOU",3,1245,1150,1170,1100,1320,1200,"DEF",0,0,"Schär (NEW)","Fabian Schär",0.75,87.5,5.75,20.5,0.02,0.0175,0.0375,0.43,0.75,0.75,3.75,6.25,20,3.025,0.14,0.996
"3064",0,TRUE,"2025-09-28T15:30:00Z",6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-75086,250308,266,75352,474,"Fabian","Schär","Schär","119471.jpg","NEW",4,"2.04","Arsenal","ARS",4,1185,1325,1130,1350,1240,1300,"DEF",1,2,"Schär (NEW)","Fabian Schär",0.6,70,4.6,16.4,0.016,0.014,0.03,0.344,0.6,0.6,3,5,16,2.42,0.61,0.902
"3065",0,FALSE,"2025-08-16T11:30:00Z",1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,46324,0,0,475,"Sven","Botman","Botman","220237.jpg","NEW",4,"0.20","Aston Villa","AVL",3,1245,1125,1170,1110,1320,1140,"DEF",0,0,"Botman (NEW)","Sven Botman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,0.74
"3066",0,TRUE,"2025-08-25T19:00:00Z",2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-7699,47452,1968,9667,475,"Sven","Botman","Botman","220237.jpg","NEW",4,"0.70","Liverpool","LIV",5,1185,1355,1130,1330,1240,1380,"DEF",2,3,"Botman (NEW)","Sven Botman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.836
"3067",8,FALSE,"2025-08-30T16:30:00Z",3,FALSE,67,0,0,1,0,0,0,0,0,0,0,2,29,19.8,0.3,0,2,7,5,2,9,1,0,0,0,0.62,49,-3736,47872,3284,7020,475,"Sven","Botman","Botman","220237.jpg","NEW",4,"0.69","Leeds","LEE",2,1245,1050,1170,1050,1320,1050,"DEF",0,0,"Botman (NEW)","Sven Botman",0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,0.46,0.932
"3068",1,TRUE,"2025-09-13T14:00:00Z",4,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2871,54242,6821,3950,475,"Sven","Botman","Botman","220237.jpg","NEW",4,"0.50","Wolves","WOL",3,1185,1125,1130,1100,1240,1150,"DEF",1,0,"Botman (NEW)","Sven Botman",0.333333333333333,22.3333333333333,2.66666666666667,9.66666666666667,0,0,0,0.206666666666667,0.666666666666667,1,0,0.1,6.6,0.666666666666667,1.55,0.714
"3069",8,FALSE,"2025-09-21T13:00:00Z",5,FALSE,90,0,0,1,0,0,0,0,0,0,0,2,28,24.8,0.3,0,2.5,9,7,0,9,1,0,0,0,0.56,49,-2140,52819,2711,4851,475,"Sven","Botman","Botman","220237.jpg","NEW",4,"0.56","Bournemouth","BOU",3,1245,1150,1170,1100,1320,1200,"DEF",0,0,"Botman (NEW)","Sven Botman",0.25,17,2.25,8,0,0,0,0.155,0.75,0.75,0,0.075,4.95,0.5,0.14,0.996
"3070",3,TRUE,"2025-09-28T15:30:00Z",6,FALSE,90,0,0,0,2,0,0,0,0,0,0,0,10,37.2,10.3,4,5.2,15,2,0,15,1,0,0,0,2.04,49,878,55040,4413,3535,475,"Sven","Botman","Botman","220237.jpg","NEW",4,"2.04","Arsenal","ARS",4,1185,1325,1130,1350,1240,1300,"DEF",1,2,"Botman (NEW)","Sven Botman",0.4,31.6,3.4,12,0,0,0,0.236,0.6,0.6,0,0.12,8.92,0.9,0.61,0.902
"3071",9,FALSE,"2025-08-16T11:30:00Z",1,FALSE,90,0,0,1,0,0,0,0,0,0,0,1,30,18.6,1.2,2,2.2,10,5,1,11,1,0,0.01,0.01,0.2,50,0,329806,0,0,476,"Dan","Burn","Burn","78916.jpg","NEW",4,"0.20","Aston Villa","AVL",3,1245,1125,1170,1110,1320,1140,"DEF",0,0,"Burn (NEW)","Dan Burn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,0.74
"3072",2,TRUE,"2025-08-25T19:00:00Z",2,FALSE,90,0,0,0,3,0,0,0,1,0,0,0,-2,20.4,14.3,12,4.7,11,2,1,12,1,0.01,0.07,0.08,0.7,50,28184,442840,54443,26259,476,"Dan","Burn","Burn","78916.jpg","NEW",4,"0.70","Liverpool","LIV",5,1185,1355,1130,1330,1240,1380,"DEF",2,3,"Burn (NEW)","Dan Burn",1,90,9,30,0,0.01,0.01,0.2,0,0,2,1.2,18.6,2.2,0.94,0.836
"3073",6,FALSE,"2025-08-30T16:30:00Z",3,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,24,6.4,1.3,0,0.8,1,4,0,1,1,0,0.01,0.01,0.69,50,93658,605784,126653,32995,476,"Dan","Burn","Burn","78916.jpg","NEW",4,"0.69","Leeds","LEE",2,1245,1050,1170,1050,1320,1050,"DEF",0,0,"Burn (NEW)","Dan Burn",0.5,90,5.5,14,0.005,0.04,0.045,0.45,1,1.5,7,7.75,19.5,3.45,0.46,0.932
"3074",6,TRUE,"2025-09-13T14:00:00Z",4,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,24,13.8,0.5,9,2.3,4,3,2,6,1,0.04,0,0.04,0.5,50,56855,667335,94496,37641,476,"Dan","Burn","Burn","78916.jpg","NEW",4,"0.50","Wolves","WOL",3,1185,1125,1130,1100,1240,1150,"DEF",1,0,"Burn (NEW)","Dan Burn",0.666666666666667,90,5.66666666666667,17.3333333333333,0.00333333333333333,0.03,0.0333333333333333,0.53,0.666666666666667,1,4.66666666666667,5.6,15.1333333333333,2.56666666666667,1.55,0.714
"3075",9,FALSE,"2025-09-21T13:00:00Z",5,FALSE,90,0,0,1,0,0,0,0,0,0,0,1,27,33,1.2,2,3.6,13,5,2,15,1,0,0.03,0.03,0.56,50,8913,671930,37099,28186,476,"Dan","Burn","Burn","78916.jpg","NEW",4,"0.56","Bournemouth","BOU",3,1245,1150,1170,1100,1320,1200,"DEF",0,0,"Burn (NEW)","Dan Burn",0.75,90,5.75,19,0.0125,0.0225,0.035,0.5225,0.75,0.75,5.75,4.325,14.8,2.5,0.14,0.996
"3076",0,TRUE,"2025-09-28T15:30:00Z",6,FALSE,90,0,0,0,2,0,0,0,1,0,0,0,-1,12.4,0.1,6,1.9,7,1,2,9,1,0,0,0,2.04,50,39358,719464,86667,47309,476,"Dan","Burn","Burn","78916.jpg","NEW",4,"2.04","Arsenal","ARS",4,1185,1325,1130,1350,1240,1300,"DEF",1,2,"Burn (NEW)","Dan Burn",0.8,90,6.4,20.6,0.01,0.024,0.034,0.53,0.6,0.6,5,3.7,18.44,2.72,0.61,0.902
"3077",9,FALSE,"2025-08-16T11:30:00Z",1,FALSE,90,0,0,1,0,0,0,0,0,0,0,3,33,18,25.4,4,4.7,3,5,2,5,1,0,0.03,0.03,0.2,50,0,340715,0,0,477,"Tino","Livramento","Livramento","441191.jpg","NEW",4,"0.20","Aston Villa","AVL",3,1245,1125,1170,1110,1320,1140,"DEF",0,0,"Livramento (NEW)","Tino Livramento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,0.74
"3078",4,TRUE,"2025-08-25T19:00:00Z",2,FALSE,90,0,1,0,3,0,0,0,0,0,0,0,12,24.8,15.3,4,4.4,1,3,0,1,1,0,0.2,0.2,0.7,50,37113,446578,63330,26217,477,"Tino","Livramento","Livramento","441191.jpg","NEW",4,"0.70","Liverpool","LIV",5,1185,1355,1130,1330,1240,1380,"DEF",2,3,"Livramento (NEW)","Tino Livramento",1,90,9,33,0,0.03,0.03,0.2,0,0,4,25.4,18,4.7,0.94,0.836
"3079",6,FALSE,"2025-08-30T16:30:00Z",3,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,21,2.8,4,4,1.1,0,7,0,0,1,0,0.03,0.03,0.69,51,356747,936927,396403,39656,477,"Tino","Livramento","Livramento","441191.jpg","NEW",4,"0.69","Leeds","LEE",2,1245,1050,1170,1050,1320,1050,"DEF",0,0,"Livramento (NEW)","Tino Livramento",0.5,90,6.5,22.5,0,0.115,0.115,0.45,1,1.5,4,20.35,21.4,4.55,0.46,0.932
"3080",6,TRUE,"2025-09-13T14:00:00Z",4,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,22,10,5.7,2,1.8,2,4,2,4,1,0,0.04,0.04,0.5,51,198604,1116963,261545,62941,477,"Tino","Livramento","Livramento","441191.jpg","NEW",4,"0.50","Wolves","WOL",3,1185,1125,1130,1100,1240,1150,"DEF",1,0,"Livramento (NEW)","Tino Livramento",0.666666666666667,90,6.33333333333333,22,0,0.0866666666666667,0.0866666666666667,0.53,0.666666666666667,1,4,14.9,15.2,3.4,1.55,0.714
"3081",6,FALSE,"2025-09-21T13:00:00Z",5,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,26,12.6,4.8,2,1.9,3,3,2,5,1,0,0.02,0.02,0.56,51,51948,1146547,99678,47730,477,"Tino","Livramento","Livramento","441191.jpg","NEW",4,"0.56","Bournemouth","BOU",3,1245,1150,1170,1100,1320,1200,"DEF",0,0,"Livramento (NEW)","Tino Livramento",0.75,90,6.25,22,0,0.075,0.075,0.5225,0.75,0.75,3.5,12.6,13.9,3,0.14,0.996
"3082",6,TRUE,"2025-09-28T15:30:00Z",6,FALSE,76,0,0,1,0,0,0,0,0,0,0,0,23,3.2,1.1,0,0.4,3,6,0,3,1,0,0.01,0.01,1.63,51,-15903,1125815,61577,77480,477,"Tino","Livramento","Livramento","441191.jpg","NEW",4,"2.04","Arsenal","ARS",4,1185,1325,1130,1350,1240,1300,"DEF",1,2,"Livramento (NEW)","Tino Livramento",0.8,90,6.2,22.8,0,0.064,0.064,0.53,0.6,0.6,3.2,11.04,13.64,2.78,0.61,0.902
"3083",6,FALSE,"2025-08-16T11:30:00Z",1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,26,9.8,22.5,0,3.2,4,4,0,4,1,0,0.06,0.06,0.2,50,0,179895,0,0,478,"Kieran","Trippier","Trippier","77794.jpg","NEW",4,"0.20","Aston Villa","AVL",3,1245,1125,1170,1110,1320,1140,"DEF",0,0,"Trippier (NEW)","Kieran Trippier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,0.74
"3084",1,TRUE,"2025-08-25T19:00:00Z",2,FALSE,75,0,0,0,2,0,0,0,0,0,0,0,-2,0,11.6,0,1.1,0,4,0,0,1,0,0.08,0.08,0.33,50,8172,242108,22341,14169,478,"Kieran","Trippier","Trippier","77794.jpg","NEW",4,"0.70","Liverpool","LIV",5,1185,1355,1130,1330,1240,1380,"DEF",2,3,"Trippier (NEW)","Kieran Trippier",1,90,6,26,0,0.06,0.06,0.2,0,0,0,22.5,9.8,3.2,0.94,0.836
"3085",6,FALSE,"2025-08-30T16:30:00Z",3,FALSE,61,0,0,1,0,0,0,0,0,0,0,0,21,4.8,13.3,2,2,0,4,1,1,1,0,0.02,0.02,0.62,50,32155,306349,51191,19036,478,"Kieran","Trippier","Trippier","77794.jpg","NEW",4,"0.69","Leeds","LEE",2,1245,1050,1170,1050,1320,1050,"DEF",0,0,"Trippier (NEW)","Kieran Trippier",0.5,82.5,3.5,12,0,0.07,0.07,0.265,1,1.5,0,17.05,4.9,2.15,0.46,0.932
"3086",8,TRUE,"2025-09-13T14:00:00Z",4,FALSE,90,0,0,1,0,0,0,0,0,0,0,2,32,22.2,82.1,2,10.6,2,7,1,3,1,0,0.19,0.19,0.5,50,14667,327563,31291,16624,478,"Kieran","Trippier","Trippier","77794.jpg","NEW",4,"0.50","Wolves","WOL",3,1185,1125,1130,1100,1240,1150,"DEF",1,0,"Trippier (NEW)","Kieran Trippier",0.666666666666667,75.3333333333333,4.33333333333333,15,0,0.0533333333333333,0.0533333333333333,0.383333333333333,0.666666666666667,1,0.666666666666667,15.8,4.86666666666667,2.1,1.55,0.714
"3087",0,FALSE,"2025-09-21T13:00:00Z",5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-9502,321059,20007,29509,478,"Kieran","Trippier","Trippier","77794.jpg","NEW",4,"0.56","Bournemouth","BOU",3,1245,1150,1170,1100,1320,1200,"DEF",0,0,"Trippier (NEW)","Kieran Trippier",0.75,79,5.25,19.25,0,0.0875,0.0875,0.4125,0.75,0.75,1,32.375,9.2,4.225,0.14,0.996
"3088",0,TRUE,"2025-09-28T15:30:00Z",6,FALSE,23,0,0,0,2,0,0,0,0,0,0,0,-4,6.4,0.8,0,0.7,3,1,0,3,0,0,0.01,0.01,0.49,50,-25483,298297,6651,32134,478,"Kieran","Trippier","Trippier","77794.jpg","NEW",4,"2.04","Arsenal","ARS",4,1185,1325,1130,1350,1240,1300,"DEF",1,2,"Trippier (NEW)","Kieran Trippier",0.6,63.2,4.2,15.4,0,0.07,0.07,0.33,0.6,0.6,0.8,25.9,7.36,3.38,0.61,0.902
"3089",0,FALSE,"2025-08-16T11:30:00Z",1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,4646,0,0,479,"Emil","Krafth","Krafth","111773.jpg","NEW",4,"0.20","Aston Villa","AVL",3,1245,1125,1170,1110,1320,1140,"DEF",0,0,"Krafth (NEW)","Emil Krafth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,0.74
"3090",0,TRUE,"2025-08-25T19:00:00Z",2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-634,5258,160,794,479,"Emil","Krafth","Krafth","111773.jpg","NEW",4,"0.70","Liverpool","LIV",5,1185,1355,1130,1330,1240,1380,"DEF",2,3,"Krafth (NEW)","Emil Krafth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.836
"3091",0,FALSE,"2025-08-30T16:30:00Z",3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-388,5440,241,629,479,"Emil","Krafth","Krafth","111773.jpg","NEW",4,"0.69","Leeds","LEE",2,1245,1050,1170,1050,1320,1050,"DEF",0,0,"Krafth (NEW)","Emil Krafth",0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,0.46,0.932
"3092",0,TRUE,"2025-09-13T14:00:00Z",4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-373,5541,209,582,479,"Emil","Krafth","Krafth","111773.jpg","NEW",4,"0.50","Wolves","WOL",3,1185,1125,1130,1100,1240,1150,"DEF",1,0,"Krafth (NEW)","Emil Krafth",0,0,0,0,0,0,0,0,0.666666666666667,1,0,0,0,0,1.55,0.714
